226,1.79000000e-22
227,1.69000000e-22
228,1.77000000e-22
229,1.90000000e-22
230,2.05000000e-22
231,3.30000000e-22
232,3.35000000e-22
233,2.62000000e-22
234,3.25000000e-22
235,3.63000000e-22
236,5.39000000e-22
237,7.71000000e-22
238,5.69000000e-22
239,6.82000000e-22
240,7.82000000e-22
241,7.75000000e-22
242,1.23000000e-21
243,1.59000000e-21
244,1.09000000e-21
245,1.31000000e-21
246,1.63000000e-21
247,1.51000000e-21
248,2.34000000e-21
249,3.18000000e-21
250,2.57000000e-21
251,2.04000000e-21
252,3.37000000e-21
253,2.89000000e-21
254,3.42000000e-21
255,4.50000000e-21
256,6.29000000e-21
257,4.43000000e-21
258,3.07000000e-21
259,6.18000000e-21
260,6.04000000e-21
261,6.60000000e-21
262,6.02000000e-21
263,1.08000000e-20
264,9.47000000e-21
265,5.30000000e-21
266,5.38000000e-21
267,1.36000000e-20
268,1.24000000e-20
269,9.90000000e-21
270,9.60000000e-21
271,1.94000000e-20
272,1.43000000e-20
273,8.10000000e-21
274,6.57000000e-21
275,2.15000000e-20
276,2.59000000e-20
277,1.57000000e-20
278,1.03000000e-20
279,2.45000000e-20
280,2.34000000e-20
281,1.56000000e-20
282,9.72000000e-21
283,7.20000000e-21
284,4.27000000e-20
285,4.05000000e-20
286,2.09000000e-20
287,1.15000000e-20
288,3.17000000e-20
289,3.22000000e-20
290,1.17000000e-20
291,1.84000000e-20
292,7.96000000e-21
293,3.11000000e-20
294,7.15000000e-20
295,4.06000000e-20
296,2.48000000e-20
297,1.36000000e-20
298,4.22000000e-20
299,3.17000000e-20
300,9.63000000e-21
301,1.63000000e-20
302,8.52000000e-21
303,3.02000000e-20
304,7.23000000e-20
305,4.74000000e-20
306,4.29000000e-20
307,1.78000000e-20
308,1.38000000e-20
309,3.26000000e-20
310,1.74000000e-20
311,4.61000000e-21
312,1.19000000e-20
313,9.02000000e-21
314,5.65000000e-20
315,5.56000000e-20
316,2.54000000e-20
317,5.79000000e-20
318,3.15000000e-20
319,9.75000000e-21
320,1.19000000e-20
321,1.60000000e-20
322,7.21000000e-21
323,3.27000000e-21
324,8.61000000e-21
325,1.54000000e-20
326,6.87000000e-20
327,4.37000000e-20
328,1.22000000e-20
329,3.12000000e-20
330,3.86000000e-20
331,1.41000000e-20
332,3.46000000e-21
333,2.14000000e-21
334,1.59000000e-21
335,9.66000000e-22
336,1.26000000e-21
337,3.83000000e-21
338,1.92000000e-20
339,5.50000000e-20
340,3.15000000e-20
341,9.78000000e-21
342,5.04000000e-21
343,1.92000000e-20
344,1.27000000e-20
345,4.36000000e-21
346,1.19000000e-21
347,4.41000000e-22
348,7.57000000e-22
349,3.78000000e-22
350,3.60000000e-22
351,8.94000000e-22
352,7.31000000e-21
353,2.28000000e-20
354,1.65000000e-20
355,6.96000000e-21
356,1.48000000e-21
357,3.44000000e-22
358,1.86000000e-22
359,1.11000000e-22
360,8.70000000e-23
361,1.00000000e-22
362,2.11000000e-22
363,1.41000000e-22
364,9.40000000e-23
365,8.80000000e-23
366,8.50000000e-23
367,9.10000000e-23
368,1.43000000e-22
369,2.97000000e-22
370,6.36000000e-22
371,5.72000000e-22
372,1.97000000e-22
373,1.13000000e-22
374,9.10000000e-23
375,8.70000000e-23
